STT,Mã học sinh,Họ và Tên,Lớp,Ngày sinh,HK,ĐĐGtx1,ĐĐGtx2,ĐĐGtx3,ĐĐGtx4,ĐĐGgk,ĐĐGck,"ĐTB 
mhk",Năm học,Môn,Học lực
19770,2502151246,Dương Mai Yến,9A3,02/02/2010,1,8,5,7,8,5.4,5.1,6.0,2025,Lý,Trung bình
19771,2502151246,Dương Mai Yến,9A3,02/02/2010,1,5,6,6,6,6.6,7.5,6.5,2025,Hóa,Khá
19772,2502151246,Dương Mai Yến,9A3,02/02/2010,1,7,5,5,8,5.2,7.5,6.4,2025,Anh,Trung bình
19773,2502151248,Phạm Mai Lan,9A3,09/04/2010,1,9,10,9,8,8.7,9.4,9.1,2025,Toán,Giỏi
19774,2502151248,Phạm Mai Lan,9A3,09/04/2010,1,8,9,8,9,8.8,8.8,8.7,2025,Lý,Giỏi
19775,2502151248,Phạm Mai Lan,9A3,09/04/2010,1,8,10,9,8,10.0,8.5,8.9,2025,Hóa,Giỏi
19776,2502151248,Phạm Mai Lan,9A3,09/04/2010,1,9,8,9,8,9.7,9.9,9.2,2025,Anh,Giỏi
19777,2502151250,Lý Văn Khang,9A3,11/03/2010,1,8,8,9,9,9.5,9.1,8.9,2025,Toán,Giỏi
19778,2502151250,Lý Văn Khang,9A3,11/03/2010,1,9,8,9,8,8.4,9.6,8.8,2025,Lý,Giỏi
19779,2502151250,Lý Văn Khang,9A3,11/03/2010,1,8,9,9,8,9.3,10.0,9.2,2025,Hóa,Giỏi
19780,2502151250,Lý Văn Khang,9A3,11/03/2010,1,10,10,9,9,9.3,10.0,9.6,2025,Anh,Giỏi
19781,2502151252,Hồ Quang Anh,9A3,12/02/2010,1,8,9,9,7,7.0,8.0,7.9,2025,Toán,Khá
19782,2502151252,Hồ Quang Anh,9A3,12/02/2010,1,7,7,6,5,5.7,6.9,6.3,2025,Lý,Trung bình
19783,2502151252,Hồ Quang Anh,9A3,12/02/2010,1,8,8,9,7,8.4,8.3,8.2,2025,Hóa,Giỏi
19784,2502151252,Hồ Quang Anh,9A3,12/02/2010,1,8,9,8,7,6.6,8.8,8.0,2025,Anh,Giỏi
19785,2502151254,Vũ Minh Quỳnh,9A3,20/10/2010,1,7,6,5,8,6.6,6.5,6.5,2025,Toán,Khá
19786,2502151254,Vũ Minh Quỳnh,9A3,20/10/2010,1,6,5,7,7,5.2,7.3,6.4,2025,Lý,Trung bình
19787,2502151254,Vũ Minh Quỳnh,9A3,20/10/2010,1,7,5,7,5,6.6,6.4,6.3,2025,Hóa,Trung bình
19788,2502151254,Vũ Minh Quỳnh,9A3,20/10/2010,1,7,8,5,8,5.0,6.5,6.4,2025,Anh,Trung bình
19789,2502151256,Hoàng Cát Linh,9A3,04/03/2010,1,6,5,7,6,7.1,5.5,6.1,2025,Toán,Trung bình
19790,2502151256,Hoàng Cát Linh,9A3,04/03/2010,1,8,6,8,8,6.6,6.2,6.9,2025,Lý,Khá
19791,2502151256,Hoàng Cát Linh,9A3,04/03/2010,1,7,7,5,5,6.1,5.2,5.8,2025,Hóa,Trung bình
19792,2502151256,Hoàng Cát Linh,9A3,04/03/2010,1,8,8,8,5,6.1,6.5,6.7,2025,Anh,Khá
19793,2502151258,Lý Mai Hương,9A3,31/03/2010,1,7,8,9,7,7.6,8.9,8.1,2025,Toán,Giỏi
19794,2502151258,Lý Mai Hương,9A3,31/03/2010,1,9,8,8,7,7.3,7.6,7.7,2025,Lý,Khá
19795,2502151258,Lý Mai Hương,9A3,31/03/2010,1,8,8,8,9,6.6,7.6,7.7,2025,Hóa,Khá
19796,2502151258,Lý Mai Hương,9A3,31/03/2010,1,5,5,5,6,6.9,5.6,5.7,2025,Anh,Trung bình
19797,2502151260,Vũ Cát Lan,9A3,16/03/2009,1,9,8,9,7,6.9,8.3,8.0,2025,Toán,Giỏi
19798,2502151260,Vũ Cát Lan,9A3,16/03/2009,1,9,7,7,8,7.8,8.9,8.1,2025,Lý,Giỏi
19799,2502151260,Vũ Cát Lan,9A3,16/03/2009,1,8,9,10,8,8.8,9.0,8.8,2025,Hóa,Giỏi
19800,2502151260,Vũ Cát Lan,9A3,16/03/2009,1,7,8,9,7,8.5,7.6,7.9,2025,Anh,Khá
19801,2502151262,Nguyễn Minh Lan,9A4,16/07/2010,1,9,8,8,7,8.0,7.2,7.7,2025,Toán,Khá
19802,2502151262,Nguyễn Minh Lan,9A4,16/07/2010,1,8,8,7,7,8.2,8.1,7.9,2025,Lý,Khá
19803,2502151262,Nguyễn Minh Lan,9A4,16/07/2010,1,7,8,9,7,6.6,7.5,7.4,2025,Hóa,Khá
19804,2502151262,Nguyễn Minh Lan,9A4,16/07/2010,1,8,9,10,9,9.3,9.7,9.3,2025,Anh,Giỏi
19805,2502151264,Vũ Thị Phương,9A4,11/05/2009,1,9,7,9,8,8.3,7.9,8.1,2025,Toán,Giỏi
19806,2502151264,Vũ Thị Phương,9A4,11/05/2009,1,8,7,9,9,8.4,8.3,8.3,2025,Lý,Giỏi
19807,2502151264,Vũ Thị Phương,9A4,11/05/2009,1,8,9,7,8,7.6,8.6,8.1,2025,Hóa,Giỏi
19808,2502151264,Vũ Thị Phương,9A4,11/05/2009,1,8,9,7,8,7.7,8.2,8.0,2025,Anh,Giỏi
19809,2502151266,Võ Tấn Hoàng,9A4,26/11/2010,1,10,9,8,9,9.1,8.5,8.9,2025,Toán,Giỏi
19810,2502151266,Võ Tấn Hoàng,9A4,26/11/2010,1,9,7,7,9,6.6,8.6,7.9,2025,Lý,Khá
19811,2502151266,Võ Tấn Hoàng,9A4,26/11/2010,1,9,8,9,9,7.0,7.7,8.0,2025,Hóa,Giỏi
19812,2502151266,Võ Tấn Hoàng,9A4,26/11/2010,1,9,7,7,8,6.7,7.6,7.5,2025,Anh,Khá
19813,2502151268,Dương Quốc Đạt,9A4,21/02/2010,1,6,7,7,5,5.8,6.1,6.1,2025,Toán,Trung bình
19814,2502151268,Dương Quốc Đạt,9A4,21/02/2010,1,8,7,7,6,5.2,5.3,6.0,2025,Lý,Trung bình
19815,2502151268,Dương Quốc Đạt,9A4,21/02/2010,1,6,7,5,7,6.1,5.6,6.0,2025,Hóa,Trung bình
19816,2502151268,Dương Quốc Đạt,9A4,21/02/2010,1,5,5,5,5,6.9,6.4,5.9,2025,Anh,Trung bình
19817,2502151270,Hồ Thị Vy,9A4,05/04/2010,1,8,6,5,5,5.7,7.2,6.3,2025,Toán,Trung bình
19818,2502151270,Hồ Thị Vy,9A4,05/04/2010,1,3,3,5,4,3.0,2.5,3.2,2025,Lý,Kém
19819,2502151270,Hồ Thị Vy,9A4,05/04/2010,1,6,5,8,6,5.7,5.4,5.8,2025,Hóa,Trung bình
19820,2502151270,Hồ Thị Vy,9A4,05/04/2010,1,5,7,7,5,6.0,6.8,6.3,2025,Anh,Trung bình
19821,2502151272,Trần Thanh Lan,9A4,29/11/2010,1,5,8,7,8,6.4,7.2,6.9,2025,Toán,Khá
19822,2502151272,Trần Thanh Lan,9A4,29/11/2010,1,6,6,5,6,6.3,5.2,5.7,2025,Lý,Trung bình
19823,2502151272,Trần Thanh Lan,9A4,29/11/2010,1,6,8,8,5,7.1,6.6,6.8,2025,Hóa,Khá
19824,2502151272,Trần Thanh Lan,9A4,29/11/2010,1,6,8,6,8,6.4,6.5,6.7,2025,Anh,Khá
19825,2502151274,Hồ Minh Phong,9A4,31/10/2010,1,6,8,5,6,5.3,6.8,6.2,2025,Toán,Trung bình
19826,2502151274,Hồ Minh Phong,9A4,31/10/2010,1,7,6,6,5,5.9,6.5,6.1,2025,Lý,Trung bình
19827,2502151274,Hồ Minh Phong,9A4,31/10/2010,1,7,8,5,5,6.6,7.1,6.6,2025,Hóa,Khá
19828,2502151274,Hồ Minh Phong,9A4,31/10/2010,1,6,8,8,8,5.9,6.1,6.7,2025,Anh,Khá
19829,2502151276,Dương Kim Lan,9A4,12/01/2010,1,3,4,3,2,4.9,2.5,3.3,2025,Toán,Kém
19830,2502151276,Dương Kim Lan,9A4,12/01/2010,1,3,3,3,2,3.3,2.6,2.8,2025,Lý,Kém
19831,2502151276,Dương Kim Lan,9A4,12/01/2010,1,6,4,4,2,4.1,3.8,4.0,2025,Hóa,Yếu
19832,2502151276,Dương Kim Lan,9A4,12/01/2010,1,3,4,5,3,4.1,3.4,3.7,2025,Anh,Yếu
19833,2502151278,Hồ Phúc Huy,9A4,13/11/2010,1,7,8,8,7,8.0,9.0,8.1,2025,Toán,Giỏi
19834,2502151278,Hồ Phúc Huy,9A4,13/11/2010,1,8,5,6,5,5.8,6.1,6.0,2025,Lý,Trung bình
19835,2502151278,Hồ Phúc Huy,9A4,13/11/2010,1,7,8,9,7,7.2,7.5,7.5,2025,Hóa,Khá
19836,2502151278,Hồ Phúc Huy,9A4,13/11/2010,1,9,8,7,8,6.9,8.6,8.0,2025,Anh,Giỏi
19837,2502151280,Đặng Thanh Bách,9A4,11/09/2010,1,10,9,9,8,8.7,8.6,8.8,2025,Toán,Giỏi
19838,2502151280,Đặng Thanh Bách,9A4,11/09/2010,1,10,8,9,9,9.9,8.9,9.2,2025,Lý,Giỏi
19839,2502151280,Đặng Thanh Bách,9A4,11/09/2010,1,8,9,10,8,9.2,8.6,8.8,2025,Hóa,Giỏi
19840,2502151280,Đặng Thanh Bách,9A4,11/09/2010,1,8,10,9,8,8.9,9.5,9.0,2025,Anh,Giỏi
19841,2502151282,Võ Thanh Nam,9A4,16/04/2010,1,5,6,5,5,5.9,5.3,5.4,2025,Toán,Trung bình
19842,2502151282,Võ Thanh Nam,9A4,16/04/2010,1,8,6,6,7,7.0,5.6,6.4,2025,Lý,Trung bình
19843,2502151282,Võ Thanh Nam,9A4,16/04/2010,1,5,5,6,8,7.3,6.0,6.3,2025,Hóa,Trung bình
19844,2502151282,Võ Thanh Nam,9A4,16/04/2010,1,8,8,8,8,5.9,7.5,7.4,2025,Anh,Khá
19845,2502151284,Lê Văn Sơn,9A4,01/05/2011,1,7,5,5,8,7.3,5.3,6.2,2025,Toán,Trung bình
19846,2502151284,Lê Văn Sơn,9A4,01/05/2011,1,8,6,7,5,7.3,5.5,6.3,2025,Lý,Trung bình
19847,2502151284,Lê Văn Sơn,9A4,01/05/2011,1,8,8,8,7,6.3,6.1,6.9,2025,Hóa,Khá
19848,2502151284,Lê Văn Sơn,9A4,01/05/2011,1,8,5,5,6,6.1,7.2,6.4,2025,Anh,Trung bình
19849,2502151286,Lê Phúc Hoàng,9A4,23/07/2011,1,5,5,8,5,6.0,5.3,5.7,2025,Toán,Trung bình
19850,2502151286,Lê Phúc Hoàng,9A4,23/07/2011,1,5,6,5,8,5.8,6.4,6.1,2025,Lý,Trung bình
19851,2502151286,Lê Phúc Hoàng,9A4,23/07/2011,1,8,5,5,6,5.1,7.4,6.3,2025,Hóa,Trung bình
19852,2502151286,Lê Phúc Hoàng,9A4,23/07/2011,1,8,5,8,7,6.9,6.3,6.7,2025,Anh,Khá
19853,2502151288,Lý Duy Phúc,9A4,07/11/2009,1,5,2,2,4,2.5,4.0,3.3,2025,Toán,Kém
19854,2502151288,Lý Duy Phúc,9A4,07/11/2009,1,4,6,4,5,4.7,2.8,4.1,2025,Lý,Yếu
19855,2502151288,Lý Duy Phúc,9A4,07/11/2009,1,3,6,2,2,4.5,4.3,3.9,2025,Hóa,Yếu
19856,2502151288,Lý Duy Phúc,9A4,07/11/2009,1,5,7,6,7,6.9,7.1,6.7,2025,Anh,Khá
19857,2502151290,Bùi Thanh Sơn,9A4,10/12/2011,1,7,8,8,8,7.9,7.9,7.8,2025,Toán,Khá
19858,2502151290,Bùi Thanh Sơn,9A4,10/12/2011,1,8,9,9,8,8.2,8.3,8.4,2025,Lý,Giỏi
19859,2502151290,Bùi Thanh Sơn,9A4,10/12/2011,1,9,8,9,9,8.3,8.8,8.7,2025,Hóa,Giỏi
19860,2502151290,Bùi Thanh Sơn,9A4,10/12/2011,1,7,7,9,8,8.4,8.5,8.1,2025,Anh,Giỏi
19861,2502151292,Lý Khánh Châu,9A4,12/06/2010,1,8,6,6,8,5.1,5.7,6.1,2025,Toán,Trung bình
19862,2502151292,Lý Khánh Châu,9A4,12/06/2010,1,5,7,6,8,5.0,6.7,6.2,2025,Lý,Trung bình
19863,2502151292,Lý Khánh Châu,9A4,12/06/2010,1,6,5,8,5,6.4,7.0,6.4,2025,Hóa,Trung bình
19864,2502151292,Lý Khánh Châu,9A4,12/06/2010,1,6,8,6,5,5.4,7.1,6.3,2025,Anh,Trung bình
19865,2502151294,Dương Hữu Khánh,9A4,25/05/2009,1,6,5,6,3,4.5,2.3,4.0,2025,Toán,Yếu
19866,2502151294,Dương Hữu Khánh,9A4,25/05/2009,1,5,5,3,4,4.3,3.9,4.1,2025,Lý,Yếu
19867,2502151294,Dương Hữu Khánh,9A4,25/05/2009,1,6,5,3,4,3.9,2.8,3.8,2025,Hóa,Yếu
19868,2502151294,Dương Hữu Khánh,9A4,25/05/2009,1,4,4,3,5,2.5,3.2,3.4,2025,Anh,Kém
19869,2502151296,Lê Quốc Phúc,9A4,19/03/2010,1,8,6,6,6,7.1,7.0,6.8,2025,Toán,Khá
19870,2502151296,Lê Quốc Phúc,9A4,19/03/2010,1,5,6,8,5,7.0,7.1,6.6,2025,Lý,Khá
19871,2502151296,Lê Quốc Phúc,9A4,19/03/2010,1,8,6,6,7,7.1,5.6,6.4,2025,Hóa,Trung bình
19872,2502151296,Lê Quốc Phúc,9A4,19/03/2010,1,5,8,5,6,7.3,6.8,6.6,2025,Anh,Khá
19873,2502151298,Lê Văn Phúc,9A4,28/12/2010,1,3,5,3,5,3.4,2.9,3.5,2025,Toán,Yếu
19874,2502151298,Lê Văn Phúc,9A4,28/12/2010,1,3,5,2,6,4.6,4.9,4.4,2025,Lý,Yếu
19875,2502151298,Lê Văn Phúc,9A4,28/12/2010,1,8,6,8,7,5.6,5.8,6.4,2025,Hóa,Trung bình
19876,2502151298,Lê Văn Phúc,9A4,28/12/2010,1,8,8,6,8,5.5,5.8,6.5,2025,Anh,Khá
19877,2502151300,Trần Phúc Nam,9A4,17/02/2010,1,9,9,7,9,7.5,8.8,8.4,2025,Toán,Giỏi
19878,2502151300,Trần Phúc Nam,9A4,17/02/2010,1,7,9,9,9,7.1,7.6,7.9,2025,Lý,Khá
19879,2502151300,Trần Phúc Nam,9A4,17/02/2010,1,7,8,9,7,7.5,8.6,8.0,2025,Hóa,Giỏi
19880,2502151300,Trần Phúc Nam,9A4,17/02/2010,1,7,8,7,7,8.1,8.0,7.7,2025,Anh,Khá
19881,2502151302,Đỗ Kim Hương,9A4,03/01/2010,1,6,6,6,8,5.7,6.7,6.4,2025,Toán,Trung bình
19882,2502151302,Đỗ Kim Hương,9A4,03/01/2010,1,5,6,8,8,6.2,5.6,6.2,2025,Lý,Trung bình
19883,2502151302,Đỗ Kim Hương,9A4,03/01/2010,1,3,5,4,5,4.1,4.4,4.3,2025,Hóa,Yếu
19884,2502151302,Đỗ Kim Hương,9A4,03/01/2010,1,5,6,8,7,5.0,5.2,5.7,2025,Anh,Trung bình
19885,2502151304,Nguyễn Hồng Trang,9A4,30/10/2010,1,7,8,5,7,6.3,6.1,6.4,2025,Toán,Trung bình
19886,2502151304,Nguyễn Hồng Trang,9A4,30/10/2010,1,5,4,3,4,4.4,4.3,4.2,2025,Lý,Yếu
19887,2502151304,Nguyễn Hồng Trang,9A4,30/10/2010,1,8,8,7,5,5.2,5.5,6.1,2025,Hóa,Trung bình
19888,2502151304,Nguyễn Hồng Trang,9A4,30/10/2010,1,4,6,2,4,4.4,2.7,3.7,2025,Anh,Yếu
19889,2502151306,Võ Cát Mai,9A4,03/01/2010,1,7,7,5,7,6.6,5.6,6.2,2025,Toán,Trung bình
19890,2502151306,Võ Cát Mai,9A4,03/01/2010,1,8,9,8,9,8.0,7.6,8.1,2025,Lý,Giỏi
19891,2502151306,Võ Cát Mai,9A4,03/01/2010,1,9,9,8,9,6.5,7.1,7.7,2025,Hóa,Khá
19892,2502151306,Võ Cát Mai,9A4,03/01/2010,1,7,7,7,7,7.9,8.7,7.8,2025,Anh,Khá
19893,2502151308,Bùi Thanh Hương,9A4,26/11/2010,1,8,7,7,8,6.8,7.0,7.2,2025,Toán,Khá
19894,2502151308,Bùi Thanh Hương,9A4,26/11/2010,1,7,9,7,8,7.8,7.1,7.5,2025,Lý,Khá
19895,2502151308,Bùi Thanh Hương,9A4,26/11/2010,1,8,9,8,8,7.2,7.9,7.9,2025,Hóa,Khá
19896,2502151308,Bùi Thanh Hương,9A4,26/11/2010,1,7,8,8,7,8.2,8.4,8.0,2025,Anh,Giỏi
19897,2502151310,Hoàng Minh Minh,9A4,24/07/2009,1,10,10,10,10,9.5,9.5,9.7,2025,Toán,Giỏi
19898,2502151310,Hoàng Minh Minh,9A4,24/07/2009,1,10,8,10,10,9.0,9.6,9.4,2025,Lý,Giỏi
19899,2502151310,Hoàng Minh Minh,9A4,24/07/2009,1,8,8,10,9,8.9,8.6,8.7,2025,Hóa,Giỏi
19900,2502151310,Hoàng Minh Minh,9A4,24/07/2009,1,9,9,8,10,9.8,8.6,9.0,2025,Anh,Giỏi
19901,2502151312,Đỗ Thanh Trang,9A4,10/08/2010,1,8,5,6,5,7.0,7.2,6.6,2025,Toán,Khá
19902,2502151312,Đỗ Thanh Trang,9A4,10/08/2010,1,7,8,6,8,5.1,7.4,6.8,2025,Lý,Khá
19903,2502151312,Đỗ Thanh Trang,9A4,10/08/2010,1,7,5,7,6,7.3,5.3,6.2,2025,Hóa,Trung bình
19904,2502151312,Đỗ Thanh Trang,9A4,10/08/2010,1,7,8,7,6,6.9,6.0,6.6,2025,Anh,Khá
19905,2502151314,Phan Hải Khang,9A4,18/07/2010,1,5,6,6,8,6.1,7.3,6.6,2025,Toán,Khá
19906,2502151314,Phan Hải Khang,9A4,18/07/2010,1,6,6,8,7,5.9,6.1,6.3,2025,Lý,Trung bình
19907,2502151314,Phan Hải Khang,9A4,18/07/2010,1,7,7,6,7,7.0,5.4,6.4,2025,Hóa,Trung bình
19908,2502151314,Phan Hải Khang,9A4,18/07/2010,1,8,6,6,8,7.5,7.0,7.1,2025,Anh,Khá
19909,2502151316,Vũ Trúc Yến,9A4,20/09/2010,1,9,7,8,7,7.1,8.3,7.8,2025,Toán,Khá
19910,2502151316,Vũ Trúc Yến,9A4,20/09/2010,1,8,9,7,8,6.9,8.8,8.0,2025,Lý,Giỏi
19911,2502151316,Vũ Trúc Yến,9A4,20/09/2010,1,7,7,9,9,6.9,8.8,8.0,2025,Hóa,Giỏi
19912,2502151316,Vũ Trúc Yến,9A4,20/09/2010,1,7,9,8,9,6.6,8.3,7.9,2025,Anh,Khá
19913,2502151318,Đỗ Tấn Lâm,9A4,28/08/2010,1,7,8,8,7,7.9,8.6,8.0,2025,Toán,Giỏi
19914,2502151318,Đỗ Tấn Lâm,9A4,28/08/2010,1,9,8,9,8,7.9,8.0,8.2,2025,Lý,Giỏi
19915,2502151318,Đỗ Tấn Lâm,9A4,28/08/2010,1,9,9,10,9,9.0,9.2,9.2,2025,Hóa,Giỏi
19916,2502151318,Đỗ Tấn Lâm,9A4,28/08/2010,1,9,8,7,7,6.8,8.2,7.7,2025,Anh,Khá
19917,2502151320,Phạm Hải Đạt,9A4,25/01/2010,1,7,6,6,7,5.8,6.4,6.3,2025,Toán,Trung bình
19918,2502151320,Phạm Hải Đạt,9A4,25/01/2010,1,7,5,7,6,6.0,6.9,6.4,2025,Lý,Trung bình
19919,2502151320,Phạm Hải Đạt,9A4,25/01/2010,1,6,7,7,6,6.3,7.0,6.6,2025,Hóa,Khá
19920,2502151320,Phạm Hải Đạt,9A4,25/01/2010,1,5,8,8,5,5.4,6.5,6.3,2025,Anh,Trung bình
19921,2502151322,Hồ Xuân Phong,9A5,27/10/2010,1,10,10,8,10,8.7,9.1,9.2,2025,Toán,Giỏi
19922,2502151322,Hồ Xuân Phong,9A5,27/10/2010,1,7,7,7,8,7.9,8.7,7.9,2025,Lý,Khá
19923,2502151322,Hồ Xuân Phong,9A5,27/10/2010,1,8,10,9,10,9.3,9.0,9.2,2025,Hóa,Giỏi
19924,2502151322,Hồ Xuân Phong,9A5,27/10/2010,1,8,9,10,9,8.5,9.4,9.0,2025,Anh,Giỏi
19925,2502151324,Vũ Văn Dũng,9A5,27/12/2010,1,8,8,7,9,7.3,7.2,7.6,2025,Toán,Khá
19926,2502151324,Vũ Văn Dũng,9A5,27/12/2010,1,7,7,8,8,8.0,8.3,7.9,2025,Lý,Khá
19927,2502151324,Vũ Văn Dũng,9A5,27/12/2010,1,9,7,8,7,7.6,8.9,8.1,2025,Hóa,Giỏi
19928,2502151324,Vũ Văn Dũng,9A5,27/12/2010,1,9,9,8,9,7.3,8.2,8.2,2025,Anh,Giỏi
19929,2502151326,Lý Phúc Huy,9A5,10/02/2010,1,6,5,7,8,5.5,5.7,6.0,2025,Toán,Trung bình
19930,2502151326,Lý Phúc Huy,9A5,10/02/2010,1,8,7,8,7,6.5,5.3,6.5,2025,Lý,Khá
19931,2502151326,Lý Phúc Huy,9A5,10/02/2010,1,8,7,9,7,7.5,8.6,8.0,2025,Hóa,Giỏi
19932,2502151326,Lý Phúc Huy,9A5,10/02/2010,1,8,9,7,7,7.6,8.8,8.1,2025,Anh,Giỏi
19933,2502151328,Đỗ Quang Bách,9A5,03/12/2010,1,4,6,5,5,3.0,3.9,4.2,2025,Toán,Yếu
19934,2502151328,Đỗ Quang Bách,9A5,03/12/2010,1,6,4,3,5,3.5,2.9,3.7,2025,Lý,Yếu
19935,2502151328,Đỗ Quang Bách,9A5,03/12/2010,1,2,4,5,6,3.8,4.6,4.3,2025,Hóa,Yếu
19936,2502151328,Đỗ Quang Bách,9A5,03/12/2010,1,3,5,4,6,3.1,3.6,3.9,2025,Anh,Yếu
19937,2502151330,Đỗ Ngọc Trung,9A5,14/02/2010,1,10,8,9,10,9.1,9.8,9.4,2025,Toán,Giỏi
19938,2502151330,Đỗ Ngọc Trung,9A5,14/02/2010,1,8,9,9,7,7.8,9.0,8.4,2025,Lý,Giỏi
19939,2502151330,Đỗ Ngọc Trung,9A5,14/02/2010,1,7,7,8,7,8.2,8.0,7.7,2025,Hóa,Khá
19940,2502151330,Đỗ Ngọc Trung,9A5,14/02/2010,1,8,9,7,7,8.0,7.5,7.7,2025,Anh,Khá
19941,2502151332,Võ Tấn Nam,9A5,12/08/2010,1,6,7,6,6,5.3,6.5,6.1,2025,Toán,Trung bình
19942,2502151332,Võ Tấn Nam,9A5,12/08/2010,1,8,5,5,5,6.5,5.8,5.9,2025,Lý,Trung bình
19943,2502151332,Võ Tấn Nam,9A5,12/08/2010,1,4,4,5,3,4.5,2.5,3.6,2025,Hóa,Yếu
19944,2502151332,Võ Tấn Nam,9A5,12/08/2010,1,2,3,5,2,2.7,4.3,3.4,2025,Anh,Kém
19945,2502151334,Lê Minh Bách,9A5,30/08/2009,1,10,10,8,8,9.3,8.9,9.0,2025,Toán,Giỏi
19946,2502151334,Lê Minh Bách,9A5,30/08/2009,1,8,9,10,10,9.2,8.6,9.0,2025,Lý,Giỏi
19947,2502151334,Lê Minh Bách,9A5,30/08/2009,1,9,9,10,10,8.8,9.6,9.4,2025,Hóa,Giỏi
19948,2502151334,Lê Minh Bách,9A5,30/08/2009,1,10,10,10,8,8.4,10.0,9.4,2025,Anh,Giỏi
19949,2502151336,Phan Văn Tuấn,9A5,10/08/2010,1,2,3,5,5,4.0,3.0,3.6,2025,Toán,Yếu
19950,2502151336,Phan Văn Tuấn,9A5,10/08/2010,1,6,3,3,2,3.2,4.1,3.6,2025,Lý,Yếu
19951,2502151336,Phan Văn Tuấn,9A5,10/08/2010,1,2,5,4,3,4.4,3.7,3.8,2025,Hóa,Yếu
19952,2502151336,Phan Văn Tuấn,9A5,10/08/2010,1,4,5,5,4,4.9,4.7,4.7,2025,Anh,Yếu
19953,2502151338,Võ Thanh Phúc,9A5,10/11/2010,1,6,5,4,4,4.2,3.0,4.0,2025,Toán,Yếu
19954,2502151338,Võ Thanh Phúc,9A5,10/11/2010,1,3,4,6,6,4.1,2.6,3.9,2025,Lý,Yếu
19955,2502151338,Võ Thanh Phúc,9A5,10/11/2010,1,5,5,3,2,3.2,2.1,3.1,2025,Hóa,Kém
19956,2502151338,Võ Thanh Phúc,9A5,10/11/2010,1,5,6,6,8,6.7,5.4,6.1,2025,Anh,Trung bình
19957,2502151340,Bùi Quốc Đông,9A5,28/11/2010,1,7,7,8,9,7.2,7.7,7.6,2025,Toán,Khá
19958,2502151340,Bùi Quốc Đông,9A5,28/11/2010,1,7,8,9,7,8.0,7.1,7.6,2025,Lý,Khá
19959,2502151340,Bùi Quốc Đông,9A5,28/11/2010,1,7,9,9,8,8.4,8.0,8.2,2025,Hóa,Giỏi
19960,2502151340,Bùi Quốc Đông,9A5,28/11/2010,1,7,9,8,7,7.1,7.6,7.6,2025,Anh,Khá
19961,2502151342,Nguyễn Thanh Ngọc,9A5,29/08/2010,1,7,7,7,8,7.4,8.6,7.7,2025,Toán,Khá
19962,2502151342,Nguyễn Thanh Ngọc,9A5,29/08/2010,1,9,8,7,7,7.8,8.8,8.1,2025,Lý,Giỏi
19963,2502151342,Nguyễn Thanh Ngọc,9A5,29/08/2010,1,7,7,7,7,8.2,7.3,7.4,2025,Hóa,Khá
19964,2502151342,Nguyễn Thanh Ngọc,9A5,29/08/2010,1,8,8,9,9,7.8,7.1,7.9,2025,Anh,Khá
19965,2502151344,Dương Minh Châu,9A5,31/05/2010,1,8,8,6,5,7.1,7.2,7.0,2025,Toán,Khá
19966,2502151344,Dương Minh Châu,9A5,31/05/2010,1,7,5,8,7,6.2,6.6,6.6,2025,Lý,Khá
19967,2502151344,Dương Minh Châu,9A5,31/05/2010,1,7,8,7,5,6.7,6.1,6.5,2025,Hóa,Khá
19968,2502151344,Dương Minh Châu,9A5,31/05/2010,1,8,6,7,6,6.6,5.4,6.3,2025,Anh,Trung bình
19969,2502151346,Võ Hoàng Huy,9A5,25/05/2010,1,3,6,6,2,3.1,2.2,3.3,2025,Toán,Kém
19970,2502151346,Võ Hoàng Huy,9A5,25/05/2010,1,7,7,9,7,6.5,9.0,7.8,2025,Lý,Khá
19971,2502151346,Võ Hoàng Huy,9A5,25/05/2010,1,5,8,7,5,7.3,6.1,6.4,2025,Hóa,Trung bình
19972,2502151346,Võ Hoàng Huy,9A5,25/05/2010,1,6,6,7,8,6.3,7.1,6.8,2025,Anh,Khá
19973,2502151348,Võ Hồng Lan,9A5,25/01/2010,1,3,5,6,6,2.9,4.5,4.4,2025,Toán,Yếu
19974,2502151348,Võ Hồng Lan,9A5,25/01/2010,1,6,2,5,4,3.3,4.9,4.3,2025,Lý,Yếu
19975,2502151348,Võ Hồng Lan,9A5,25/01/2010,1,2,2,5,5,4.6,4.5,4.1,2025,Hóa,Yếu
19976,2502151348,Võ Hồng Lan,9A5,25/01/2010,1,2,4,4,6,3.0,4.8,4.0,2025,Anh,Yếu
19977,2502151350,Đặng Thị Linh,9A5,28/02/2010,1,7,8,8,9,7.6,8.2,8.0,2025,Toán,Giỏi
19978,2502151350,Đặng Thị Linh,9A5,28/02/2010,1,7,5,7,6,7.4,5.7,6.3,2025,Lý,Trung bình
19979,2502151350,Đặng Thị Linh,9A5,28/02/2010,1,5,7,7,6,6.5,7.1,6.6,2025,Hóa,Khá
19980,2502151350,Đặng Thị Linh,9A5,28/02/2010,1,6,5,5,8,5.8,5.2,5.7,2025,Anh,Trung bình
19981,2502151352,Ngô Như Mai,9A5,20/12/2010,1,8,6,7,8,5.4,5.5,6.3,2025,Toán,Trung bình
19982,2502151352,Ngô Như Mai,9A5,20/12/2010,1,8,9,9,8,7.7,8.3,8.3,2025,Lý,Giỏi
